order_id,order_date,customer_id,product_id,order_amount,quantity,customer_name,country,registration_date,product_name,category,price
622,07-09-2024,257,4,230.98,1,Mike Clayton,Jordan,20-03-2025,Smartwatch,Electronics,230.98
623,08-11-2024,229,15,653.39,1,Laura Jimenez,Saint Pierre and Miquelon,20-10-2023,Comics,Books,653.39
624,24-02-2025,259,9,427.7,1,Deanna Huynh,Barbados,24-10-2023,Sofa,Home,427.7
625,20-10-2024,311,10,79,2,Kathleen Simpson,Timor-Leste,09-01-2025,Lamp,Home,39.5
626,25-09-2024,254,4,461.96,2,David Gutierrez,Saint Lucia,03-07-2024,Smartwatch,Electronics,230.98
627,01-07-2025,43,12,510.3,1,Kelly Barr,French Southern Territories,01-01-2024,Curtains,Home,510.3
628,18-03-2025,379,9,2138.5,5,Madison Rodriguez,Nigeria,11-09-2023,Sofa,Home,427.7
629,10-08-2024,199,15,1306.78,2,Vanessa Richards,Cocos (Keeling) Islands,04-10-2023,Comics,Books,653.39
630,06-06-2025,36,3,564.56,2,Michael Johnson,Mexico,09-09-2024,Tablet,Electronics,282.28
631,02-05-2025,466,6,1359.86,2,Joshua Nichols,Chad,22-06-2025,Jeans,Clothing,679.93
632,20-04-2025,196,3,1129.12,4,David Marshall,Falkland Islands (Malvinas),24-01-2024,Tablet,Electronics,282.28
633,02-02-2025,385,5,739.11,1,Stephanie Sandoval,Niger,04-05-2025,T-Shirt,Clothing,739.11
634,31-12-2024,90,14,1034.25,5,Michelle Carrillo,Argentina,03-09-2024,Non-Fiction,Books,206.85
635,08-04-2025,404,7,1786.52,2,Samuel Jones,Lithuania,20-02-2024,Jacket,Clothing,893.26
636,25-10-2024,69,11,905.8,4,Marissa Scott,Haiti,23-07-2023,Dining Table,Home,226.45
637,19-05-2025,429,1,1929.09,3,Kelly Richardson,Bolivia,02-09-2024,Smartphone,Electronics,643.03
638,19-11-2024,411,4,692.94,3,Justin Harris,Bhutan,08-05-2024,Smartwatch,Electronics,230.98
639,06-02-2025,318,2,69.52,2,Gene Meyer,Albania,26-09-2023,Laptop,Electronics,34.76
640,27-12-2024,5,5,3695.55,5,Rachel Quinn,Timor-Leste,11-01-2024,T-Shirt,Clothing,739.11
641,14-05-2025,57,14,1034.25,5,Lisa Garcia,Malawi,06-06-2025,Non-Fiction,Books,206.85
642,07-09-2024,234,9,427.7,1,Maria Smith,Tokelau,25-11-2024,Sofa,Home,427.7
643,09-02-2025,497,14,413.7,2,Laura Johnson,Brunei Darussalam,05-06-2024,Non-Fiction,Books,206.85
644,27-07-2024,171,3,846.84,3,Vanessa Mills,Tonga,03-05-2024,Tablet,Electronics,282.28
645,02-11-2024,278,14,206.85,1,Heather Guerra,Kyrgyz Republic,31-01-2025,Non-Fiction,Books,206.85
646,29-04-2025,107,10,197.5,5,Brandi Wong,Switzerland,07-08-2024,Lamp,Home,39.5
647,07-05-2025,118,9,427.7,1,Brian Jones,Vanuatu,09-01-2024,Sofa,Home,427.7
648,29-12-2024,199,4,692.94,3,Vanessa Richards,Cocos (Keeling) Islands,04-10-2023,Smartwatch,Electronics,230.98
649,17-08-2024,160,15,3266.95,5,Matthew Marsh,Nepal,06-05-2025,Comics,Books,653.39
650,18-08-2024,433,9,1710.8,4,Richard Shaw,Bouvet Island (Bouvetoya),07-12-2024,Sofa,Home,427.7
651,07-10-2024,362,10,158,4,Shannon Hoffman,Congo,19-05-2025,Lamp,Home,39.5
652,17-04-2025,32,16,1098.98,2,Jacqueline Morris,United States Minor Outlying Islands,07-03-2024,Biography,Books,549.49
653,19-11-2024,305,8,96.07,1,James Bowman,Dominican Republic,04-11-2023,Shoes,Clothing,96.07
654,05-06-2025,325,11,1132.25,5,Dawn Miller,Mauritania,14-05-2025,Dining Table,Home,226.45
655,14-02-2025,443,2,69.52,2,Brandi Adams,New Zealand,09-04-2025,Laptop,Electronics,34.76
656,16-12-2024,4,12,510.3,1,Jose Arellano,Belize,05-12-2024,Curtains,Home,510.3
657,24-03-2025,2,2,104.28,3,Kevin James,Ireland,09-01-2025,Laptop,Electronics,34.76
658,26-06-2025,311,7,4466.3,5,Kathleen Simpson,Timor-Leste,09-01-2025,Jacket,Clothing,893.26
659,08-03-2025,418,10,39.5,1,Thomas Martin,Guyana,06-12-2024,Lamp,Home,39.5
660,18-04-2025,417,1,3215.15,5,Ann Macias,Georgia,26-08-2023,Smartphone,Electronics,643.03
661,26-10-2024,126,6,679.93,1,Brian Anderson,Jamaica,22-11-2024,Jeans,Clothing,679.93
662,31-01-2025,268,1,1929.09,3,Jason Murray,Mali,18-09-2024,Smartphone,Electronics,643.03
663,01-08-2024,357,8,480.35,5,Christina Juarez,San Marino,14-09-2024,Shoes,Clothing,96.07
664,01-08-2024,34,3,1129.12,4,Jessica Moody,Lebanon,08-10-2023,Tablet,Electronics,282.28
665,29-06-2025,151,2,104.28,3,Andrea Lopez,Switzerland,19-01-2025,Laptop,Electronics,34.76
666,27-12-2024,287,14,206.85,1,Morgan Johnson,Dominican Republic,01-09-2023,Non-Fiction,Books,206.85
667,30-08-2024,335,1,3215.15,5,Jonathan Martinez,Lebanon,21-02-2025,Smartphone,Electronics,643.03
668,27-03-2025,359,11,679.35,3,Richard Harper,Mexico,26-04-2025,Dining Table,Home,226.45
669,03-02-2025,308,5,739.11,1,Emily Walker,Paraguay,27-02-2024,T-Shirt,Clothing,739.11
670,07-10-2024,499,2,139.04,4,Donna Jones MD,Antigua and Barbuda,30-07-2024,Laptop,Electronics,34.76
671,03-11-2024,22,8,384.28,4,John Snow,Ghana,23-06-2024,Shoes,Clothing,96.07
672,06-05-2025,467,5,739.11,1,Derek Anderson,France,09-03-2024,T-Shirt,Clothing,739.11
673,18-08-2024,178,13,145.08,4,Jasmin Moss,Palestinian Territory,18-05-2025,Fiction,Books,36.27
674,29-12-2024,128,8,288.21,3,Jessica Gordon,Greenland,14-09-2024,Shoes,Clothing,96.07
675,10-10-2024,352,7,3573.04,4,Gregory Miller,French Guiana,04-11-2023,Jacket,Clothing,893.26
676,01-10-2024,255,11,452.9,2,Tina Lowe,Italy,16-12-2024,Dining Table,Home,226.45
677,03-12-2024,156,12,2041.2,4,Mary Rodriguez,United States of America,14-10-2023,Curtains,Home,510.3
678,04-08-2024,236,5,1478.22,2,Elizabeth Drake,Czech Republic,30-03-2024,T-Shirt,Clothing,739.11
679,10-03-2025,83,4,1154.9,5,Jacqueline Williams DVM,United States of America,17-06-2025,Smartwatch,Electronics,230.98
680,18-07-2025,485,4,692.94,3,Robert Montgomery,Eritrea,18-12-2024,Smartwatch,Electronics,230.98
681,07-01-2025,289,3,1411.4,5,Samantha Smith,Papua New Guinea,02-05-2025,Tablet,Electronics,282.28
682,23-02-2025,47,7,4466.3,5,Michael French,Paraguay,31-12-2024,Jacket,Clothing,893.26
683,22-12-2024,466,13,145.08,4,Joshua Nichols,Chad,22-06-2025,Fiction,Books,36.27
684,26-05-2025,476,14,827.4,4,David Baker,Wallis and Futuna,17-10-2024,Non-Fiction,Books,206.85
685,17-09-2024,104,16,2197.96,4,Jennifer Kerr,Saudi Arabia,17-04-2025,Biography,Books,549.49
686,31-01-2025,181,14,1034.25,5,Kelsey House,Congo,28-04-2024,Non-Fiction,Books,206.85
687,07-06-2025,295,1,1929.09,3,Lorraine Clark,Vietnam,07-07-2025,Smartphone,Electronics,643.03
688,01-08-2024,425,1,1929.09,3,Robert Parker,Isle of Man,23-08-2023,Smartphone,Electronics,643.03
689,26-03-2025,459,6,1359.86,2,Anthony Blake,Barbados,31-05-2025,Jeans,Clothing,679.93
690,17-02-2025,124,1,643.03,1,Ms. Annette Jones,Sao Tome and Principe,20-08-2023,Smartphone,Electronics,643.03
691,30-10-2024,329,13,108.81,3,Michele Clark,Barbados,22-06-2024,Fiction,Books,36.27
692,10-06-2025,409,12,2041.2,4,Karen Hayden DDS,Cyprus,25-06-2024,Curtains,Home,510.3
693,02-11-2024,294,16,1098.98,2,Heather Frazier,Netherlands,01-10-2023,Biography,Books,549.49
694,19-03-2025,380,1,2572.12,4,Dylan Smith,Iceland,15-10-2024,Smartphone,Electronics,643.03
695,10-09-2024,346,15,3266.95,5,Lori Allen,Poland,29-01-2025,Comics,Books,653.39
696,15-06-2025,313,16,2747.45,5,Matthew Howell,Grenada,06-11-2023,Biography,Books,549.49
697,05-08-2024,89,4,923.92,4,Ryan Smith,Ireland,04-07-2024,Smartwatch,Electronics,230.98
698,28-10-2024,389,2,104.28,3,Francisco Weaver,Saint Martin,23-04-2024,Laptop,Electronics,34.76
699,11-03-2025,385,4,230.98,1,Stephanie Sandoval,Niger,04-05-2025,Smartwatch,Electronics,230.98
700,29-08-2024,96,1,2572.12,4,Thomas Shaw,Argentina,06-02-2024,Smartphone,Electronics,643.03
701,05-05-2025,270,6,2039.79,3,Vanessa Phillips,Grenada,03-04-2025,Jeans,Clothing,679.93
702,08-07-2025,96,8,192.14,2,Thomas Shaw,Argentina,06-02-2024,Shoes,Clothing,96.07
703,20-08-2024,109,4,923.92,4,Karen Mitchell,Sao Tome and Principe,07-08-2024,Smartwatch,Electronics,230.98
704,21-06-2025,168,10,79,2,Ryan Smith,Sri Lanka,05-02-2025,Lamp,Home,39.5
705,26-02-2025,338,12,1530.9,3,Cynthia Wood,Saint Barthelemy,11-11-2023,Curtains,Home,510.3
706,24-08-2024,12,13,108.81,3,Eric Cooper,Bolivia,17-03-2025,Fiction,Books,36.27
707,12-05-2025,474,3,846.84,3,Bruce Vaughn,Mongolia,11-03-2024,Tablet,Electronics,282.28
708,18-12-2024,454,4,692.94,3,Cynthia Baker,Marshall Islands,17-07-2025,Smartwatch,Electronics,230.98
709,18-10-2024,288,16,2747.45,5,Kimberly Moore,South Georgia and the South Sandwich Islands,15-07-2024,Biography,Books,549.49
710,27-07-2024,371,16,1648.47,3,Steven Dyer,Sri Lanka,22-08-2023,Biography,Books,549.49
711,24-05-2025,352,15,3266.95,5,Gregory Miller,French Guiana,04-11-2023,Comics,Books,653.39
712,04-10-2024,155,12,510.3,1,Randy Brown,Maldives,06-12-2024,Curtains,Home,510.3
713,24-11-2024,317,5,3695.55,5,Lauren Shaffer,Lithuania,01-03-2025,T-Shirt,Clothing,739.11
714,02-12-2024,424,5,1478.22,2,Robert Mckinney,Algeria,07-07-2024,T-Shirt,Clothing,739.11
715,27-01-2025,170,14,206.85,1,Steven Hansen,Montserrat,18-08-2024,Non-Fiction,Books,206.85
716,18-06-2025,160,14,413.7,2,Matthew Marsh,Nepal,06-05-2025,Non-Fiction,Books,206.85
717,01-11-2024,214,5,2956.44,4,Lisa King,Turkmenistan,26-01-2024,T-Shirt,Clothing,739.11
718,25-01-2025,150,14,827.4,4,April Harris,Azerbaijan,27-07-2024,Non-Fiction,Books,206.85
719,25-03-2025,385,14,1034.25,5,Stephanie Sandoval,Niger,04-05-2025,Non-Fiction,Books,206.85
720,05-10-2024,116,6,1359.86,2,Cynthia Ware,Palau,10-11-2023,Jeans,Clothing,679.93
721,26-09-2024,86,11,905.8,4,Angela Love,Palestinian Territory,09-03-2025,Dining Table,Home,226.45
722,23-02-2025,453,8,384.28,4,Sean Kaiser,Somalia,28-09-2024,Shoes,Clothing,96.07
723,23-06-2025,434,4,923.92,4,Wanda Carlson,Qatar,30-03-2025,Smartwatch,Electronics,230.98
724,23-02-2025,49,5,739.11,1,Stacy Chapman MD,Mauritania,11-12-2023,T-Shirt,Clothing,739.11
725,11-07-2025,422,16,549.49,1,Clifford Bailey,Lao People's Democratic Republic,25-07-2024,Biography,Books,549.49
726,24-12-2024,181,6,2039.79,3,Kelsey House,Congo,28-04-2024,Jeans,Clothing,679.93
727,18-01-2025,180,2,69.52,2,Angela Olson,Serbia,31-12-2023,Laptop,Electronics,34.76
728,04-09-2024,178,14,827.4,4,Jasmin Moss,Palestinian Territory,18-05-2025,Non-Fiction,Books,206.85
729,15-04-2025,401,2,69.52,2,Mark Griffin,Holy See (Vatican City State),30-07-2024,Laptop,Electronics,34.76
730,23-10-2024,38,12,1530.9,3,Trevor Foster,Latvia,29-07-2023,Curtains,Home,510.3
731,20-04-2025,415,7,4466.3,5,Charles Day,Guinea-Bissau,09-10-2023,Jacket,Clothing,893.26
732,31-07-2024,58,14,620.55,3,Andrew Davis,Bermuda,14-03-2025,Non-Fiction,Books,206.85
733,26-07-2024,109,15,2613.56,4,Karen Mitchell,Sao Tome and Principe,07-08-2024,Comics,Books,653.39
734,12-05-2025,103,14,1034.25,5,Sherri Chen,Congo,08-10-2024,Non-Fiction,Books,206.85
735,25-03-2025,220,9,2138.5,5,Amy Martin,Malawi,09-03-2024,Sofa,Home,427.7
736,10-05-2025,184,10,118.5,3,Ryan Moore,Nauru,01-10-2024,Lamp,Home,39.5
737,08-12-2024,239,9,1710.8,4,Kimberly Washington,Bahamas,29-12-2023,Sofa,Home,427.7
738,01-09-2024,190,10,197.5,5,Teresa Stevenson,Guyana,07-04-2025,Lamp,Home,39.5
739,03-04-2025,47,10,118.5,3,Michael French,Paraguay,31-12-2024,Lamp,Home,39.5
740,13-10-2024,400,14,620.55,3,Billy Smith,Saint Vincent and the Grenadines,09-11-2024,Non-Fiction,Books,206.85
741,18-12-2024,223,15,2613.56,4,David Roy,Serbia,01-09-2023,Comics,Books,653.39
742,07-02-2025,367,11,679.35,3,Natalie Brown,Yemen,05-02-2025,Dining Table,Home,226.45
743,22-07-2024,381,14,620.55,3,Christine Martin,Bolivia,24-02-2024,Non-Fiction,Books,206.85
744,31-10-2024,235,16,1648.47,3,Danielle Robinson,Norway,19-02-2024,Biography,Books,549.49
745,25-02-2025,500,1,1286.06,2,Savannah Jordan,Niger,27-04-2025,Smartphone,Electronics,643.03
746,05-03-2025,361,10,39.5,1,Christian Walker,Japan,11-04-2024,Lamp,Home,39.5
747,25-10-2024,116,9,855.4,2,Cynthia Ware,Palau,10-11-2023,Sofa,Home,427.7
748,18-02-2025,259,9,1283.1,3,Deanna Huynh,Barbados,24-10-2023,Sofa,Home,427.7
749,01-06-2025,409,15,653.39,1,Karen Hayden DDS,Cyprus,25-06-2024,Comics,Books,653.39
750,02-06-2025,84,15,3266.95,5,Bianca Bell,Uganda,30-12-2023,Comics,Books,653.39
751,03-04-2025,415,2,69.52,2,Charles Day,Guinea-Bissau,09-10-2023,Laptop,Electronics,34.76
752,08-06-2025,397,4,461.96,2,Heather Thomas,Syrian Arab Republic,20-08-2024,Smartwatch,Electronics,230.98
753,29-04-2025,292,6,1359.86,2,Rebecca Evans,Guatemala,26-10-2023,Jeans,Clothing,679.93
754,23-06-2025,204,16,2197.96,4,Jamie Shields DDS,Togo,14-05-2024,Biography,Books,549.49
755,26-02-2025,181,9,1283.1,3,Kelsey House,Congo,28-04-2024,Sofa,Home,427.7
756,27-12-2024,214,3,1411.4,5,Lisa King,Turkmenistan,26-01-2024,Tablet,Electronics,282.28
757,25-04-2025,483,4,1154.9,5,Danny Dominguez,Tuvalu,18-05-2025,Smartwatch,Electronics,230.98
758,26-03-2025,350,14,1034.25,5,Jill Santiago,Brunei Darussalam,07-07-2025,Non-Fiction,Books,206.85
759,28-01-2025,404,14,620.55,3,Samuel Jones,Lithuania,20-02-2024,Non-Fiction,Books,206.85
760,12-04-2025,129,2,34.76,1,Kim Young,Papua New Guinea,01-09-2023,Laptop,Electronics,34.76
761,06-10-2024,318,10,79,2,Gene Meyer,Albania,26-09-2023,Lamp,Home,39.5
762,22-01-2025,127,5,2217.33,3,Eric Duncan,Mayotte,19-08-2023,T-Shirt,Clothing,739.11
763,02-03-2025,256,1,1286.06,2,Mrs. Angela Jones DVM,Russian Federation,27-05-2025,Smartphone,Electronics,643.03
764,14-06-2025,44,4,692.94,3,Kristin Solis,Switzerland,27-05-2025,Smartwatch,Electronics,230.98
765,26-04-2025,172,5,1478.22,2,Christopher Montoya,Jordan,07-10-2024,T-Shirt,Clothing,739.11
766,28-05-2025,256,11,679.35,3,Mrs. Angela Jones DVM,Russian Federation,27-05-2025,Dining Table,Home,226.45
767,20-11-2024,483,3,282.28,1,Danny Dominguez,Tuvalu,18-05-2025,Tablet,Electronics,282.28
768,01-06-2025,119,1,3215.15,5,Zachary Michael,Thailand,19-04-2025,Smartphone,Electronics,643.03
769,14-07-2025,280,15,1306.78,2,Whitney Marshall,Angola,23-05-2024,Comics,Books,653.39
770,05-10-2024,105,14,620.55,3,Eugene Miller,Iran,09-03-2025,Non-Fiction,Books,206.85
771,06-10-2024,368,1,643.03,1,Michael Martinez,Nepal,15-08-2024,Smartphone,Electronics,643.03
772,21-08-2024,307,2,34.76,1,Nicholas Ibarra,Guernsey,22-01-2025,Laptop,Electronics,34.76
773,05-11-2024,319,7,4466.3,5,Anthony Cruz,Algeria,16-05-2024,Jacket,Clothing,893.26
774,12-03-2025,302,12,1530.9,3,Robert Keith,Vanuatu,27-11-2024,Curtains,Home,510.3
775,11-08-2024,315,12,1020.6,2,James Armstrong,Puerto Rico,29-02-2024,Curtains,Home,510.3
776,16-02-2025,174,6,2719.72,4,Jackie Carter,Algeria,02-11-2024,Jeans,Clothing,679.93
777,09-03-2025,229,16,549.49,1,Laura Jimenez,Saint Pierre and Miquelon,20-10-2023,Biography,Books,549.49
778,27-11-2024,90,2,34.76,1,Michelle Carrillo,Argentina,03-09-2024,Laptop,Electronics,34.76
779,10-03-2025,55,16,2747.45,5,Mr. Lucas Thomas,Netherlands,27-01-2025,Biography,Books,549.49
780,07-01-2025,47,3,846.84,3,Michael French,Paraguay,31-12-2024,Tablet,Electronics,282.28
781,20-07-2024,277,1,2572.12,4,Erica Hall,Czech Republic,26-11-2024,Smartphone,Electronics,643.03
782,10-08-2024,281,3,1129.12,4,James Jones,Guyana,31-05-2024,Tablet,Electronics,282.28
783,14-06-2025,39,12,2041.2,4,Jessica Hammond,Libyan Arab Jamahiriya,22-02-2025,Curtains,Home,510.3
784,25-01-2025,271,2,104.28,3,Derrick Cook,Togo,08-12-2023,Laptop,Electronics,34.76
785,23-02-2025,138,5,1478.22,2,Candice Larsen,Cape Verde,14-11-2024,T-Shirt,Clothing,739.11
786,24-05-2025,60,1,643.03,1,Mary Castillo,Bermuda,10-04-2024,Smartphone,Electronics,643.03
787,02-06-2025,235,7,2679.78,3,Danielle Robinson,Norway,19-02-2024,Jacket,Clothing,893.26
788,20-11-2024,55,8,384.28,4,Mr. Lucas Thomas,Netherlands,27-01-2025,Shoes,Clothing,96.07
789,26-03-2025,360,8,96.07,1,Trevor Walker,United Kingdom,15-07-2024,Shoes,Clothing,96.07
790,10-04-2025,316,11,226.45,1,Monica Collins,Lesotho,04-12-2023,Dining Table,Home,226.45
791,16-12-2024,362,8,384.28,4,Shannon Hoffman,Congo,19-05-2025,Shoes,Clothing,96.07
792,20-08-2024,377,10,158,4,Robert Richardson,Montenegro,25-07-2023,Lamp,Home,39.5
793,15-11-2024,142,4,230.98,1,Richard Weaver,Faroe Islands,20-04-2025,Smartwatch,Electronics,230.98
794,18-08-2024,453,9,2138.5,5,Sean Kaiser,Somalia,28-09-2024,Sofa,Home,427.7
795,09-04-2025,319,6,679.93,1,Anthony Cruz,Algeria,16-05-2024,Jeans,Clothing,679.93
796,29-12-2024,339,5,1478.22,2,Thomas Caldwell,Ireland,12-10-2024,T-Shirt,Clothing,739.11
797,30-01-2025,36,9,855.4,2,Michael Johnson,Mexico,09-09-2024,Sofa,Home,427.7
798,15-09-2024,48,7,4466.3,5,Christine Mayo,Iraq,01-10-2024,Jacket,Clothing,893.26
799,11-07-2025,196,1,1929.09,3,David Marshall,Falkland Islands (Malvinas),24-01-2024,Smartphone,Electronics,643.03
800,23-06-2025,259,6,679.93,1,Deanna Huynh,Barbados,24-10-2023,Jeans,Clothing,679.93
801,15-04-2025,133,6,1359.86,2,Matthew Weber,Solomon Islands,07-03-2025,Jeans,Clothing,679.93
802,14-03-2025,321,4,230.98,1,Eric Anderson,Switzerland,01-06-2025,Smartwatch,Electronics,230.98
803,15-05-2025,180,4,1154.9,5,Angela Olson,Serbia,31-12-2023,Smartwatch,Electronics,230.98
804,25-04-2025,430,4,923.92,4,William Smith,Finland,11-03-2024,Smartwatch,Electronics,230.98
805,19-06-2025,198,16,2747.45,5,Donna Sanchez,Morocco,03-06-2024,Biography,Books,549.49
806,08-05-2025,332,8,480.35,5,Amanda Clements,Japan,11-02-2024,Shoes,Clothing,96.07
807,21-04-2025,55,5,3695.55,5,Mr. Lucas Thomas,Netherlands,27-01-2025,T-Shirt,Clothing,739.11
808,05-08-2024,264,16,1098.98,2,Julia Rogers,Singapore,08-04-2024,Biography,Books,549.49
809,11-08-2024,176,12,2551.5,5,Holly Rodriguez,Haiti,15-02-2024,Curtains,Home,510.3
810,15-08-2024,172,3,1129.12,4,Christopher Montoya,Jordan,07-10-2024,Tablet,Electronics,282.28
811,20-09-2024,407,10,158,4,Theresa Li,Papua New Guinea,07-06-2024,Lamp,Home,39.5
812,13-08-2024,128,9,1710.8,4,Jessica Gordon,Greenland,14-09-2024,Sofa,Home,427.7
813,20-01-2025,199,11,679.35,3,Vanessa Richards,Cocos (Keeling) Islands,04-10-2023,Dining Table,Home,226.45
814,20-02-2025,313,8,480.35,5,Matthew Howell,Grenada,06-11-2023,Shoes,Clothing,96.07
815,01-04-2025,21,8,384.28,4,Steven Hernandez,French Polynesia,13-02-2025,Shoes,Clothing,96.07
816,22-04-2025,267,13,108.81,3,Amanda Sanchez,Sao Tome and Principe,30-03-2025,Fiction,Books,36.27
817,01-06-2025,339,6,3399.65,5,Thomas Caldwell,Ireland,12-10-2024,Jeans,Clothing,679.93
818,22-08-2024,443,6,3399.65,5,Brandi Adams,New Zealand,09-04-2025,Jeans,Clothing,679.93
819,11-02-2025,119,11,226.45,1,Zachary Michael,Thailand,19-04-2025,Dining Table,Home,226.45
820,25-12-2024,312,13,181.35,5,Karen Hernandez,Finland,02-11-2024,Fiction,Books,36.27
821,24-09-2024,14,6,679.93,1,Omar Camacho,Ireland,28-07-2023,Jeans,Clothing,679.93
822,31-12-2024,228,8,192.14,2,Renee Simon,Faroe Islands,26-10-2024,Shoes,Clothing,96.07
823,29-07-2024,409,1,1286.06,2,Karen Hayden DDS,Cyprus,25-06-2024,Smartphone,Electronics,643.03
824,01-11-2024,133,3,846.84,3,Matthew Weber,Solomon Islands,07-03-2025,Tablet,Electronics,282.28
825,20-06-2025,343,14,206.85,1,Anthony Scott,Estonia,24-07-2023,Non-Fiction,Books,206.85
826,28-02-2025,397,8,192.14,2,Heather Thomas,Syrian Arab Republic,20-08-2024,Shoes,Clothing,96.07
827,28-07-2024,146,9,855.4,2,Dylan Valdez Jr.,Finland,24-10-2023,Sofa,Home,427.7
828,03-04-2025,446,9,855.4,2,Dalton Thompson,Gibraltar,04-09-2024,Sofa,Home,427.7
829,11-06-2025,408,2,173.8,5,Jeffery Stokes,Botswana,10-10-2024,Laptop,Electronics,34.76
830,16-02-2025,352,2,34.76,1,Gregory Miller,French Guiana,04-11-2023,Laptop,Electronics,34.76
831,10-09-2024,315,15,1306.78,2,James Armstrong,Puerto Rico,29-02-2024,Comics,Books,653.39
832,19-08-2024,324,10,39.5,1,Terri Harris,Bahamas,06-01-2024,Lamp,Home,39.5
833,24-08-2024,77,15,2613.56,4,Matthew Hughes,Martinique,10-09-2023,Comics,Books,653.39
834,08-09-2024,83,8,384.28,4,Jacqueline Williams DVM,United States of America,17-06-2025,Shoes,Clothing,96.07
835,05-08-2024,305,5,3695.55,5,James Bowman,Dominican Republic,04-11-2023,T-Shirt,Clothing,739.11
836,19-04-2025,358,3,1129.12,4,Clifford Merritt,Uganda,27-01-2025,Tablet,Electronics,282.28
837,24-03-2025,140,15,1960.17,3,Kirsten Armstrong,Cote d'Ivoire,27-11-2024,Comics,Books,653.39
838,26-11-2024,454,11,226.45,1,Cynthia Baker,Marshall Islands,17-07-2025,Dining Table,Home,226.45
839,02-12-2024,438,4,461.96,2,Anne Hansen,Chad,16-03-2025,Smartwatch,Electronics,230.98
840,18-12-2024,94,10,118.5,3,Michelle Dean,Kyrgyz Republic,04-10-2023,Lamp,Home,39.5
841,14-05-2025,475,15,1960.17,3,Lori Johnson,Bahrain,21-01-2024,Comics,Books,653.39
842,14-04-2025,229,14,827.4,4,Laura Jimenez,Saint Pierre and Miquelon,20-10-2023,Non-Fiction,Books,206.85
843,27-01-2025,139,6,679.93,1,Charles Steele,Monaco,17-04-2025,Jeans,Clothing,679.93
844,02-08-2024,54,14,413.7,2,Jack Blake,Tokelau,23-01-2024,Non-Fiction,Books,206.85
845,14-10-2024,232,7,2679.78,3,Sharon Wiggins,Norfolk Island,23-01-2024,Jacket,Clothing,893.26
846,10-04-2025,290,15,3266.95,5,Sheri Estes,Monaco,15-02-2024,Comics,Books,653.39
847,15-08-2024,195,13,72.54,2,Mary Stewart,Suriname,22-07-2024,Fiction,Books,36.27
848,02-04-2025,270,11,905.8,4,Vanessa Phillips,Grenada,03-04-2025,Dining Table,Home,226.45
849,03-07-2025,159,7,893.26,1,Randall Harrington,Cayman Islands,20-01-2025,Jacket,Clothing,893.26
850,01-03-2025,412,10,197.5,5,Terry Nunez,French Guiana,15-08-2024,Lamp,Home,39.5
851,30-04-2025,251,7,1786.52,2,Raymond Brown,Micronesia,24-04-2025,Jacket,Clothing,893.26
852,26-08-2024,313,9,855.4,2,Matthew Howell,Grenada,06-11-2023,Sofa,Home,427.7
853,05-02-2025,178,10,118.5,3,Jasmin Moss,Palestinian Territory,18-05-2025,Lamp,Home,39.5
854,28-09-2024,227,16,1098.98,2,Rhonda Wright,Faroe Islands,07-03-2024,Biography,Books,549.49
855,21-01-2025,127,9,427.7,1,Eric Duncan,Mayotte,19-08-2023,Sofa,Home,427.7
856,23-10-2024,240,5,739.11,1,Steven Caldwell,Timor-Leste,17-03-2025,T-Shirt,Clothing,739.11
857,10-10-2024,99,11,452.9,2,Stacey Dixon,France,29-03-2025,Dining Table,Home,226.45
858,09-07-2025,238,4,692.94,3,Nicholas Kennedy,Croatia,05-10-2023,Smartwatch,Electronics,230.98
859,14-06-2025,396,7,4466.3,5,Michael Lopez,Saint Vincent and the Grenadines,21-04-2024,Jacket,Clothing,893.26
860,29-04-2025,423,9,2138.5,5,Michael White,Germany,01-10-2024,Sofa,Home,427.7
861,25-02-2025,343,4,692.94,3,Anthony Scott,Estonia,24-07-2023,Smartwatch,Electronics,230.98
862,25-10-2024,45,16,2197.96,4,Julie Price,Andorra,26-06-2025,Biography,Books,549.49
863,24-09-2024,219,14,206.85,1,Tammy Miller,Mexico,18-07-2025,Non-Fiction,Books,206.85
864,17-02-2025,288,7,3573.04,4,Kimberly Moore,South Georgia and the South Sandwich Islands,15-07-2024,Jacket,Clothing,893.26
865,08-05-2025,126,3,846.84,3,Brian Anderson,Jamaica,22-11-2024,Tablet,Electronics,282.28
866,25-05-2025,63,5,2956.44,4,Karen Webb,Monaco,10-08-2024,T-Shirt,Clothing,739.11
867,17-12-2024,445,1,1929.09,3,Charles Joseph,Mozambique,04-11-2024,Smartphone,Electronics,643.03
868,05-10-2024,428,6,3399.65,5,Scott Smith,Guam,22-04-2025,Jeans,Clothing,679.93
869,14-06-2025,408,9,2138.5,5,Jeffery Stokes,Botswana,10-10-2024,Sofa,Home,427.7
870,12-11-2024,357,6,2719.72,4,Christina Juarez,San Marino,14-09-2024,Jeans,Clothing,679.93
871,17-08-2024,435,1,2572.12,4,Brittany Lloyd,Antarctica (the territory South of 60 deg S),05-05-2025,Smartphone,Electronics,643.03
872,08-01-2025,123,14,206.85,1,Luis Peters,United States Minor Outlying Islands,11-02-2024,Non-Fiction,Books,206.85
873,13-06-2025,372,12,2551.5,5,Robert Duncan,Cuba,16-05-2025,Curtains,Home,510.3
874,10-12-2024,42,11,226.45,1,Deborah Salazar,Gambia,24-05-2025,Dining Table,Home,226.45
